"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2055","shouldReturnListOfAuthorizedAgents(CreateUserResponse, Agent[])","","Sat Mar 14 11:24:08 UTC 2026","passed","Sat Mar 14 11:24:10 UTC 2026","","api.AgentsTest","api.AgentsTest","shouldReturnListOfAuthorizedAgents"
"","965","shouldDeleteExistingStepById(CreateUserResponse, ProjectResponse, CreateBuildTypeResponse)","","Sat Mar 14 11:24:08 UTC 2026","passed","Sat Mar 14 11:24:09 UTC 2026","","api.BuildStepsTest","api.BuildStepsTest","shouldDeleteExistingStepById"
"","0","userCantCreateBuildStepWithSameIdTest(CreateUserResponse, ProjectResponse, CreateBuildTypeResponse)","","Sat Mar 14 11:24:20 UTC 2026","skipped","Sat Mar 14 11:24:20 UTC 2026","","ui.BuildStepsTest","ui.BuildStepsTest","userCantCreateBuildStepWithSameIdTest"
"","27862","Позитивный тест: проект успешно находится через поиск в sidebar","","Sat Mar 14 11:24:20 UTC 2026","passed","Sat Mar 14 11:24:48 UTC 2026","","ui.ProjectsUITest","ui.ProjectsUITest","createdProjectShouldBeFoundBySearchInProjectsSidebarTest"
"","403","Позитивный тест: получение списка проектов","","Sat Mar 14 11:24:08 UTC 2026","passed","Sat Mar 14 11:24:08 UTC 2026","","api.ProjectManagementTest","api.ProjectManagementTest","userGetProjectsListTest"
"","42407","userCanCreateBuildStepTest(CreateUserResponse, ProjectResponse, CreateBuildTypeResponse)","","Sat Mar 14 11:24:20 UTC 2026","passed","Sat Mar 14 11:25:03 UTC 2026","","ui.BuildStepsTest","ui.BuildStepsTest","userCanCreateBuildStepTest"
"","31315","userCanUnauthorizeAgent(CreateUserResponse, Agent[])","","Sat Mar 14 11:24:24 UTC 2026","passed","Sat Mar 14 11:24:55 UTC 2026","","ui.AgentsTest","ui.AgentsTest","userCanUnauthorizeAgent"
"","2330","shouldReturnListOfEnabledAgents(CreateUserResponse, Agent[])","","Sat Mar 14 11:24:06 UTC 2026","passed","Sat Mar 14 11:24:08 UTC 2026","","api.AgentsTest","api.AgentsTest","shouldReturnListOfEnabledAgents"
"","2371","shouldProvideListOfAvailableAgents(CreateUserResponse)","","Sat Mar 14 11:24:11 UTC 2026","passed","Sat Mar 14 11:24:13 UTC 2026","","api.AgentsTest","api.AgentsTest","shouldProvideListOfAvailableAgents"
"","2640","shouldProvideInfoAboutAgentById(CreateUserResponse, Agent[])","","Sat Mar 14 11:24:09 UTC 2026","passed","Sat Mar 14 11:24:12 UTC 2026","","api.AgentsTest","api.AgentsTest","shouldProvideInfoAboutAgentById"
"","3147","shouldAuthorizeOrUnauthorizeAgentById(String, String, CreateUserResponse, Agent[]) [1] bodyMessage=false, responseText=false","","Sat Mar 14 11:24:03 UTC 2026","passed","Sat Mar 14 11:24:06 UTC 2026","","api.AgentsTest","api.AgentsTest","shouldAuthorizeOrUnauthorizeAgentById"
"","700","Позитивный тест: обновление параметра name проекта","","Sat Mar 14 11:24:09 UTC 2026","passed","Sat Mar 14 11:24:09 UTC 2026","","api.ProjectManagementTest","api.ProjectManagementTest","userUpdateProjectNameTest"
"","1","userCanCreateBuildTypeTest(CreateUserResponse, ProjectResponse)","","Sat Mar 14 11:24:20 UTC 2026","skipped","Sat Mar 14 11:24:20 UTC 2026","","ui.ManageBuildTypeTest","ui.ManageBuildTypeTest","userCanCreateBuildTypeTest"
"","556","shouldNotBeAbleToEnableAgentWithoutPermissions(CreateUserResponse)","","Sat Mar 14 11:24:11 UTC 2026","passed","Sat Mar 14 11:24:12 UTC 2026","","api.AgentsTest","api.AgentsTest","shouldNotBeAbleToEnableAgentWithoutPermissions"
"","307","Негативный тест: удаление несуществующего проекта","","Sat Mar 14 11:24:07 UTC 2026","passed","Sat Mar 14 11:24:07 UTC 2026","","api.ProjectManagementTest","api.ProjectManagementTest","userDeleteNotExistProjectTest"
"","0","Получение всех рутов","","Sat Mar 14 11:24:07 UTC 2026","skipped","Sat Mar 14 11:24:07 UTC 2026","","api.VCSRootTest","api.VCSRootTest","getAllRoots"
"","2243","Позитивный тест: создание проекта","","Sat Mar 14 11:24:04 UTC 2026","passed","Sat Mar 14 11:24:07 UTC 2026","","api.ProjectManagementTest","api.ProjectManagementTest","userCreateProjectTest"
"","535","Создание нового рута","","Sat Mar 14 11:24:07 UTC 2026","passed","Sat Mar 14 11:24:07 UTC 2026","","api.VCSRootTest","api.VCSRootTest","createNewRoot"
"","2480","shouldDisableOrEnableAgentById(String, String, CreateUserResponse, Agent[]) [2] bodyMessage=true, responseText=true","","Sat Mar 14 11:24:10 UTC 2026","passed","Sat Mar 14 11:24:12 UTC 2026","","api.AgentsTest","api.AgentsTest","shouldDisableOrEnableAgentById"
"","7337","userCanAccessServerInfoUsingBaseAuth(CreateUserResponse)","","Sat Mar 14 11:23:58 UTC 2026","passed","Sat Mar 14 11:24:06 UTC 2026","","api.LoginTest","api.LoginTest","userCanAccessServerInfoUsingBaseAuth"
"","8928","shouldCreateStepForExistingBuild(CreateUserResponse, ProjectResponse, CreateBuildTypeResponse)","","Sat Mar 14 11:23:58 UTC 2026","passed","Sat Mar 14 11:24:07 UTC 2026","","api.BuildStepsTest","api.BuildStepsTest","shouldCreateStepForExistingBuild"
"","617","shouldReturnZeroBuildStepsInNewlyCreatedBuild(CreateUserResponse, ProjectResponse, CreateBuildTypeResponse)","","Sat Mar 14 11:24:07 UTC 2026","passed","Sat Mar 14 11:24:08 UTC 2026","","api.BuildStepsTest","api.BuildStepsTest","shouldReturnZeroBuildStepsInNewlyCreatedBuild"
"","2300","shouldReturnListOfUnauthorizedAgents(CreateUserResponse, Agent[])","","Sat Mar 14 11:24:09 UTC 2026","passed","Sat Mar 14 11:24:11 UTC 2026","","api.AgentsTest","api.AgentsTest","shouldReturnListOfUnauthorizedAgents"
"","169","Негативный тест: удаление несуществующей билд конфигурации","","Sat Mar 14 11:24:10 UTC 2026","passed","Sat Mar 14 11:24:11 UTC 2026","","api.ManageBuildTypeTest","api.ManageBuildTypeTest","userDeleteNotExistBuildTypeTest"
"","688","Негативный тест: создание проекта с тем же id","","Sat Mar 14 11:24:08 UTC 2026","passed","Sat Mar 14 11:24:09 UTC 2026","","api.ProjectManagementTest","api.ProjectManagementTest","userCanNotCreateProjectWithSameIdTest"
"","627","Позитивный тест: получение информации о созданной билд конфигурации","","Sat Mar 14 11:24:09 UTC 2026","passed","Sat Mar 14 11:24:09 UTC 2026","","api.ManageBuildTypeTest","api.ManageBuildTypeTest","userGetInfoBuildTypeTest"
"","2176","shouldDisableOrEnableAgentById(String, String, CreateUserResponse, Agent[]) [1] bodyMessage=false, responseText=false","","Sat Mar 14 11:24:07 UTC 2026","passed","Sat Mar 14 11:24:10 UTC 2026","","api.AgentsTest","api.AgentsTest","shouldDisableOrEnableAgentById"
"","29461","Негативный тест: для несуществующего проекта в поиске sidebar отображается предложение создать проект","","Sat Mar 14 11:24:20 UTC 2026","passed","Sat Mar 14 11:24:50 UTC 2026","","ui.ProjectsUITest","ui.ProjectsUITest","nonexistentProjectShouldSuggestCreateProjectInSidebarTest"
